,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_418,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_419,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_420,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,g_,s_
ASV_423,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,g_,s_
ASV_424,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_425,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_427,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_429,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_431,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_432,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_436,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_437,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_438,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_439,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_442,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_443,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_445,Eukaryota,Rotifera,Monogononta,Ploima,unassigned,g_,s_
ASV_446,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,g_,s_
ASV_448,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_450,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Sphacelariaceae,g_,s_
ASV_452,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_453,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_454,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,g_,s_
ASV_456,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_459,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_461,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_462,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_463,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
ASV_465,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_466,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_467,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_468,Eukaryota,Arthropoda,Insecta,Diptera,Cylindrotomidae,g_,s_
ASV_469,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_470,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_474,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_475,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_476,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,g_,s_
ASV_478,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_481,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_482,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_486,Eukaryota,unknown,Oomycetes,unknown,unknown,g_,s_
ASV_488,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_489,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_492,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,g_,s_
ASV_495,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_
ASV_496,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_497,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis
ASV_498,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,unassigned,g_,s_
ASV_499,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_500,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013
ASV_503,Eukaryota,unknown,Synurophyceae,Synurales,Mallomonadaceae,g_,s_
ASV_504,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_505,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_506,Eukaryota,Imbricatea,unknown,Euglyphida,Paulinellidae,g_,s_
ASV_507,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,g_,s_
ASV_508,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_510,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_511,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_
ASV_514,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_516,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_517,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_524,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_525,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_526,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_527,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_531,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_532,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_533,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_534,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_535,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_536,Eukaryota,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,Paraconchoecia allotherium
ASV_537,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia cuspidata
ASV_538,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,g_,s_
ASV_539,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_541,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_549,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_551,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,g_,s_
ASV_552,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_555,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_556,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_558,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_560,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_561,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_562,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_563,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,unassigned,g_,s_
ASV_564,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_565,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_566,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_567,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
ASV_568,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens
ASV_569,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_571,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,g_,s_
ASV_573,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_575,Eukaryota,unknown,Oomycetes,Saprolegniales,Saprolegniaceae,g_,s_
ASV_576,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_577,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,g_,s_
ASV_579,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_583,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_584,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_585,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_587,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_588,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_589,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_590,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,unassigned,unassigned
ASV_591,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,g_,s_
ASV_592,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_598,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_599,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_601,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_605,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_606,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,g_,s_
ASV_607,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_608,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema japonicum
ASV_609,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_613,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_616,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,g_,s_
ASV_627,Eukaryota,Rotifera,Monogononta,Ploima,Euchlanidae,g_,s_
ASV_628,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,g_,s_
ASV_632,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_635,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_636,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_637,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia lucens
ASV_639,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_641,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_644,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_645,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,g_,s_
ASV_646,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_650,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. NJCGS093-09
ASV_651,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_652,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_655,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_656,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_658,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_
ASV_659,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_660,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_662,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_663,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_664,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_665,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_666,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_667,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_668,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,g_,s_
ASV_669,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_673,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_674,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_675,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_676,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_680,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_682,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,g_,s_
ASV_684,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_686,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_687,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_691,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_692,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_693,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_695,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_698,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_699,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_701,Eukaryota,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,g_,s_
ASV_702,Eukaryota,Arthropoda,Insecta,Orthoptera,unassigned,g_,s_
ASV_703,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_704,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_706,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_708,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_710,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_711,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_716,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_717,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_719,Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,g_,s_
ASV_721,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_722,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_723,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_725,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_727,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_728,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
ASV_730,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera
ASV_731,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV_733,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_734,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,Leuckartiara longicalcar
ASV_735,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_737,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,g_,s_
ASV_738,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,g_,s_
ASV_740,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_741,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_744,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_745,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_748,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_755,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_759,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_762,Eukaryota,unknown,Dictyochophyceae,Dictyochales,unknown,g_,s_
ASV_763,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_764,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,g_,s_
ASV_765,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_769,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_770,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Choristocarpaceae,g_,s_
ASV_776,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_778,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_779,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_781,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_782,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_783,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,g_,s_
ASV_784,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_786,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_787,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_788,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_789,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_791,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_793,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,g_,s_
ASV_794,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_796,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_797,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_799,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_800,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_801,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_802,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_803,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_805,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_806,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,g_,s_
ASV_807,Eukaryota,unknown,unknown,unknown,Vexilliferidae,g_,s_
ASV_808,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_809,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_810,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_812,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_819,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_824,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_825,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_830,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_832,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_833,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_834,Eukaryota,unknown,Oomycetes,unassigned,unassigned,g_,s_
ASV_836,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,unassigned,g_,s_
ASV_838,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_839,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_841,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,g_,s_
ASV_842,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_849,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_851,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_852,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_853,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_859,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_863,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_864,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV_866,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_867,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_868,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_870,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_873,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_880,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_885,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_893,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_895,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_899,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_904,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_905,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_910,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_913,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_914,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_917,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_919,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_920,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_924,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_925,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_930,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_931,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_933,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_939,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_944,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_950,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,g_,s_
ASV_951,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_953,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_954,Eukaryota,unknown,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_958,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_959,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,g_,s_
ASV_961,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_962,Eukaryota,Cnidaria,Anthozoa,Scleractinia,unassigned,g_,s_
ASV_965,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sclerotiorum
ASV_966,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_967,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_968,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_969,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_970,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_971,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_
ASV_972,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_974,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_975,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unassigned
ASV_981,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_984,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_987,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_990,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ASV_991,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_993,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_994,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_996,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_997,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unassigned
ASV_998,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_1000,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1001,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_1003,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1006,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_1009,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1012,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,g_,s_
