,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_7491,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_7494,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,s_
ASV_7497,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7507,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,unassigned,unassigned
ASV_7517,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7561,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7587,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_7590,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_7623,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_7633,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_7636,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7644,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7660,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7667,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_7671,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7672,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Amphorides,Amphorides quadrilineata
ASV_7677,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7683,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_7684,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_7701,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,g_,s_
ASV_7703,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7749,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_7771,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7774,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas abbreviata
ASV_7779,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_7783,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7792,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_7797,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7801,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,Syndinium,Syndinium turbo
ASV_7811,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7823,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7847,Eukaryota,unknown,Oomycetes,Myzocytiopsidales,Myzocytiopsidaceae,g_,s_
ASV_7855,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,g_,s_
ASV_7877,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni
ASV_7898,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_7907,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_7916,Eukaryota,unknown,Bigyra,unassigned,unassigned,g_,s_
ASV_7917,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7918,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,g_,s_
ASV_7953,Eukaryota,Cercozoa,Thecofilosea,unassigned,unassigned,g_,s_
ASV_7954,Eukaryota,unknown,Polycystinea,Spumellaria,Actinommidae,Actinomma,Actinomma boreale
ASV_7961,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7964,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7968,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7971,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7993,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pterosperma,Pterosperma cristatum
ASV_8008,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8026,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_8037,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis cryptochromatica
ASV_8039,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_8043,Eukaryota,Chlorophyta,Trebouxiophyceae,unassigned,unassigned,unassigned,unassigned
ASV_8045,Eukaryota,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. AS-2015
ASV_8046,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_8055,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,g_,s_
ASV_8076,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8081,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8085,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8113,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_8116,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8142,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072
ASV_8149,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_8166,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_8173,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium minutum
ASV_8188,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8191,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,g_,s_
ASV_8195,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8200,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8206,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8210,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8228,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_8230,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8244,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,unassigned,unassigned
ASV_8260,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,g_,s_
ASV_8262,Eukaryota,unknown,Phaeophyceae,Ascoseirales,unknown,g_,s_
ASV_8301,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8336,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8342,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_8375,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,unassigned,unassigned
ASV_8403,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_8410,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8416,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8428,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,s_
ASV_8439,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_8444,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_8475,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8499,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8504,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_8521,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8540,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8555,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,unassigned,unassigned
ASV_8585,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8593,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8595,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_8614,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8616,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_8652,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8660,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_8661,Eukaryota,unknown,Oomycetes,Lagenidiales,Haliphthoraceae,Haliphthoros,unassigned
ASV_8671,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8687,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8689,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8697,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8700,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8704,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_8707,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Gertia,Gertia stigmatica
ASV_8708,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8710,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8723,Eukaryota,unknown,unknown,unknown,Colpodellaceae,g_,s_
ASV_8737,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8748,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_8752,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8757,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_8784,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,g_,s_
ASV_8820,Eukaryota,unknown,unknown,unknown,Apusomonadidae,g_,s_
ASV_8846,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,s_
ASV_8856,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8880,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,g_,s_
ASV_8886,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8894,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_8899,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_8904,Eukaryota,Euglenozoa,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_8913,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8931,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_8948,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_8954,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_8984,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_8985,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_9005,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9039,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9054,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9060,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9077,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_9081,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chrysolepidomonadaceae,g_,s_
ASV_9095,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,unassigned,unassigned
ASV_9104,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9108,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,g_,s_
ASV_9131,Eukaryota,Mollusca,Bivalvia,unassigned,unassigned,unassigned,unassigned
ASV_9143,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9148,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_9158,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_9164,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,Garveia grisea
ASV_9168,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_9172,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9181,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_9187,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pyramimonas,unassigned
ASV_9205,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_9215,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,g_,s_
ASV_9246,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9261,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9265,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_9269,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Plagiocampidae,Plagiocampa,unassigned
ASV_9284,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unassigned
ASV_9299,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_9306,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_9308,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_9317,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9324,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_9343,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9345,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,g_,s_
ASV_9348,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_9354,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9372,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Phallusia,unassigned
ASV_9381,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_9382,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Paralia,Paralia sulcata
ASV_9400,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_9424,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,Euduboscquella,unassigned
ASV_9452,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_9458,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV_9466,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9471,Eukaryota,unknown,Polycystinea,Nassellaria,Trissocyclidae,Ceratospyris,s_
ASV_9485,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV_9487,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,g_,s_
ASV_9489,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_9524,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,g_,s_
ASV_9526,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_9527,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_9528,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_9547,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,g_,s_
ASV_9562,Eukaryota,unknown,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,s_
ASV_9578,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_9589,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_9601,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_9604,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_9607,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_9620,Eukaryota,unknown,Polycystinea,Nassellaria,unassigned,g_,s_
ASV_9638,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9643,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,unassigned
ASV_9650,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9652,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9656,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9660,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_9673,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_9681,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_9697,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,g_,s_
ASV_9708,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_9717,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9727,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_9751,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9769,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_9771,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9842,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9861,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,g_,s_
ASV_9863,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_9886,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_9891,Eukaryota,Bacillariophyta,Bacillariophyceae,unassigned,unassigned,g_,s_
ASV_9893,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,Thraustochytrium,unassigned
ASV_9906,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_9938,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce <segmented worms>,unassigned
ASV_9955,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,s_
ASV_9961,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens
ASV_9977,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_9981,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,s_
ASV_9991,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10035,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,g_,s_
ASV_10040,Eukaryota,unknown,Oomycota,unassigned,unassigned,unassigned,s_
ASV_10059,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_10076,Eukaryota,Annelida,Polychaeta,Phyllodocida,Alciopedidae,Torrea,Torrea sp. THS-2006
ASV_10079,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,s_
ASV_10080,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_10099,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_10108,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_10112,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_10119,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10134,Eukaryota,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,unassigned
ASV_10135,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_10138,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_10143,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_10145,Eukaryota,unknown,Bigyra,unknown,Pseudophyllomitidae,g_,s_
ASV_10154,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_10214,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_10239,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_10242,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_10253,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_10257,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,s_
ASV_10260,Eukaryota,Arthropoda,Insecta,Hymenoptera,unassigned,unassigned,unassigned
ASV_10266,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_10301,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10308,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_10330,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_10335,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_10345,Eukaryota,Chlorophyta,Mamiellophyceae,unknown,unknown,g_,s_
ASV_10375,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_10376,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_10403,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,unassigned,unassigned,unassigned
ASV_10407,Eukaryota,Imbricatea,unknown,Marimonadida,unknown,Pseudopirsonia,Pseudopirsonia mucosa
ASV_10411,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10423,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_10430,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_10449,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10462,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_10465,Eukaryota,Euglenozoa,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_10485,Eukaryota,Haptista,Haptophyta,Prymnesiales,unassigned,unassigned,unassigned
ASV_10503,Eukaryota,Imbricatea,unknown,Marimonadida,unknown,Abollifer,s_
ASV_10507,Eukaryota,Euglenozoa,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_10511,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,unassigned
ASV_10523,Eukaryota,unknown,unknown,unknown,Apusomonadidae,g_,s_
ASV_10551,Eukaryota,unknown,Choanoflagellata,unknown,unknown,g_,s_
ASV_10588,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_10594,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_10625,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10631,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_10659,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_10662,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_10679,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_10693,Eukaryota,Foraminifera,unknown,Rotaliida,Globigerinidae,Globigerinita,Globigerinita glutinata
ASV_10696,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_10758,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_10800,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_10840,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,Hemistasia,s_
ASV_10853,Eukaryota,Echinodermata,Holothuroidea,Apodida,unassigned,unassigned,unassigned
ASV_10880,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_10891,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_10924,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_10928,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_10941,Eukaryota,unknown,unknown,Pirsoniales,unknown,Pirsonia,Pirsonia formosa
ASV_10954,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_10963,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,s_
ASV_10978,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,g_,s_
ASV_11028,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_11062,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_11077,Eukaryota,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,g_,s_
ASV_11094,Eukaryota,unknown,Chrysophyceae,unknown,unknown,g_,s_
ASV_11120,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unknown,Scutellomonas,Scutellomonas patella
ASV_11154,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_11171,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_11208,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium claudicans
ASV_11209,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_11216,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_11222,Eukaryota,unknown,Dinophyceae,Peridiniales,Kryptoperidiniaceae,g_,s_
ASV_11240,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_11263,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_11288,Eukaryota,unknown,Dinophyceae,unknown,unknown,Spiniferites,Spiniferites belerius
ASV_11289,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,Pernambugia tuberosa
ASV_11296,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_11303,Eukaryota,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,g_,s_
